1.0,1.0,0.8682647544715414
1.0,1.0,0.7916472830990261
1.0,1.0,0.8902027745443196
1.0,1.0,0.8837310738778456
1.0,1.0,0.8973672682351361
1.0,1.0,0.8930355993113418
1.0,1.0,0.8508592070214591
1.0,1.0,0.86278898975595
1.0,0.0,0.39157068138205037
1.0,1.0,0.8764455025062873
1.0,1.0,0.6796271101742564
1.0,1.0,0.8809364238957216
1.0,0.0,0.480239823930218
1.0,0.0,0.4942258424160842
1.0,1.0,0.7372194754155625
1.0,1.0,0.7093498216560945
1.0,0.0,0.3284606951895669
1.0,1.0,0.8581128446315812
1.0,1.0,0.8944631580638048
1.0,1.0,0.894338625290511
1.0,1.0,0.8904762018880791
1.0,1.0,0.8778097036997826
1.0,1.0,0.8871753249639787
1.0,1.0,0.882432925922748
1.0,1.0,0.8895378873544331
1.0,1.0,0.8323086362684343
1.0,1.0,0.8843005672496747
1.0,1.0,0.6267466294903975
1.0,0.0,0.5106110393289014
1.0,0.0,0.2583450219759437
1.0,1.0,0.8599407724329703
1.0,1.0,0.8911464199123169
1.0,1.0,0.641910042335031
1.0,1.0,0.8279412774079942
1.0,1.0,0.766568407957463
1.0,1.0,0.8915658818848267
1.0,1.0,0.876179958934415
1.0,1.0,0.5272258704171415
1.0,1.0,0.8776247425659737
1.0,1.0,0.6682558751242784
1.0,1.0,0.8669624512596071
1.0,1.0,0.8731986535196316
1.0,1.0,0.8545373884481848
1.0,1.0,0.8815343312435525
1.0,1.0,0.8616446614459975
1.0,1.0,0.8826981397852212
1.0,0.0,0.19262740907205822
1.0,1.0,0.5824207615597975
1.0,1.0,0.7333497487325527
1.0,1.0,0.8588455526510328
1.0,1.0,0.8853889624804272
1.0,0.0,0.4660652273232408
1.0,1.0,0.8902388257602084
1.0,1.0,0.8780889938356435
1.0,1.0,0.886077709143659
1.0,1.0,0.8723974115576211
1.0,1.0,0.885173486015529
1.0,1.0,0.8890771389502705
1.0,1.0,0.8820594876037415
1.0,1.0,0.885898315470218
1.0,1.0,0.8859444938872733
1.0,1.0,0.8541659019899895
1.0,1.0,0.7834737285485
